userid,newfbid,school,department,class,schregion,tracking,schoolnb,classnb,actualnb,gender,birthyear,marriage1,major1,major2,grade,scorelevel,mailcode,liveplace,height,weight,wakehour,wakeminute,sleephour,sleepminute,eatoutside,stayoutside,liveabroad,travel,travel_NEasia,travel_SEasia,travel_China,travel_HKMacao,travel_MidEast,travel_Europe,travel_CenSouthamerica,travel_Namerica,travel_AustraNewzea,travel_Africa,travel_Other,travel_Never,contact_people,contact_known,contact_web1,invest,invest_stock,invest_ETF,invest_bond,invest_derivative,invest_other,invest_never,invest_otherdes,stock,stock_concrete,stock_food,stock_plastic,stock_textile,stock_machine,stock_electric,stock_glass,stock_paper,stock_steel,stock_rubber,stock_mobile,stock_building,stock_chemical,stock_bio,stock_oil,stock_semicon,stock_computer,stock_photoelec,stock_communication,stock_eleccompo,stock_elecdistributor,stock_net,stock_elecother,stock_shipping,stock_tourism,stock_fin,stock_department,stock_composite,stock_other,investnews,news_family,news_friend,news_pro,news_massmedia,news_socialmedia,news_none,talksociety,politicinterest,vote,nettime,happy,health,exercise,career,career_other,c1,c1_1,c1_2,c1_3,c2,c2_1,c2_2,c2_3,c2_4,c2_5,c2_6,c2_7,c2_8,c2_9,c2_10,c2_11,c3,c3_1,c3_2,c3_3,c3_4,c4,c4_1,c4_2,c4_3,c4_4,c4_5,c4_6,c4_7,c4_8,c4_9,c4_10,c4_11,c4_12,c4_13,c4_14,c4_15,c4_16,c4_17,c4_18,c4_19,c4_20,c4_21,c5,c5_1,c5_2,c5_3,c5_4,c5_5,c5_6,c5_7,c5_8,c5_9,c5_10,c5_11,c5_12,c5_13,c5_14,c5_15,c5_16,c5_17,c5_18,c5_19,c5_20,c5_21,c6,c6_1,c6_2,c6_3,c6_4,c6_5,c6_6,snatype,snatype1,snatype2,snatype3,depress,netaddict,FBaddict,open,extra,agree,consci,neuro,stufin,data,c_error,lie
457,68d0b064de49069a737484a42a847a01,49,22,1,1,1,218,51,37,F,1994,N,4,34,4,25-50%,316,Sub,157.0,43.0,9.0,20.0,23.0,30.0,2.0,1.5,1,12,0,0,0,0,0,0,0,0,0,0,0,1,3.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"", ""3"", ""4"", ""5"")",1.0,1.0,1.0,1.0,1.0,0.0,3,2,1,6.0,5,4,6,2,,"c(""3"", ""2"", ""2"")",2,3,3,"c(""3"", ""1"", ""2"", ""2"", ""1"", ""3"", ""4"", ""3"", ""4"", ""1"", ""2"")",2,4,3,3,4,2,1,2,1,4,3,"c(""4"", ""3"", ""3"", ""2"")",2,3,3,4,"c(""3"", ""1"", ""3"", ""3"", ""2"", ""2"", ""1"", ""2"", ""1"", ""4"", ""2"", ""1"", ""3"", ""1"", ""3"", ""1"", ""3"", ""2"", ""2"", ""3"", ""2"")",3,1,3,3,2,2,1,2,1,4,2,1,3,1,3,1,3,2,2,3,2,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""3"", ""2"", ""3"", ""3"", ""3"", ""4"", ""2"", ""1"", ""2"", ""3"", ""2"", ""4"", ""1"", ""1"", ""4"")",2,2,2,2,2,1,3,2,3,3,3,4,2,1,2,3,2,4,1,1,4,"c(""5"", ""3"", ""1"", ""2"", ""1"", ""2"")",5,3,1,2,1,2,"c(""1"", ""2"")",1,1,0,41,45,14,3.0,2.5,4.0,3.0,3.0,1,1,0,0
523,02f4eaae4ec1b21843b9f975d975a99a,49,22,1,1,1,218,51,37,F,1994,Y,4,34,4,H 25%,220,Sub,167.0,55.0,7.0,10.0,0.0,30.0,7.0,1.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,5.0,2.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"", ""4"", ""5"")",0.0,1.0,1.0,1.0,1.0,0.0,4,2,2,12.0,5,3,2,2,,"c(""3"", ""3"", ""2"")",2,2,3,"c(""4"", ""2"", ""2"", ""1"", ""2"", ""2"", ""3"", ""2"", ""4"", ""2"", ""2"")",1,3,3,4,3,3,2,3,1,3,3,"c(""4"", ""5"", ""2"", ""3"")",2,1,4,3,"c(""2"", ""2"", ""2"", ""4"", ""3"", ""3"", ""1"", ""1"", ""1"", ""4"", ""2"", ""1"", ""4"", ""2"", ""2"", ""1"", ""4"", ""2"", ""1"", ""1"", ""1"")",2,2,2,4,3,3,1,1,1,4,2,1,4,2,2,1,4,2,1,1,1,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""2"", ""4"", ""1"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""2"", ""1"")",3,2,1,1,1,1,3,1,1,1,2,4,1,2,2,2,2,4,1,2,1,"c(""3"", ""1"", ""1"", ""1"", ""1"", ""1"")",3,1,1,1,1,1,"c(""1"", ""2"")",1,1,0,40,34,8,2.5,3.5,3.0,2.5,2.0,1,1,0,0
444,595002fa3edaff2d442c1232b4e9adc3,49,22,1,1,1,218,51,37,F,1993,N,4,34,4,50-75%,247,Sub,155.0,47.0,10.0,0.0,2.0,30.0,6.0,6.0,2,"c(""1"", ""2"")",1,1,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"")",1.0,1.0,0.0,0.0,0.0,0.0,1,1,2,15.0,6,2,6,2,,"c(""4"", ""2"", ""3"")",1,3,2,"c(""2"", ""1"", ""2"", ""2"", ""3"", ""1"", ""4"", ""2"", ""4"", ""1"", ""3"")",3,4,3,3,2,4,1,3,1,4,2,"c(""5"", ""3"", ""3"", ""2"")",1,3,3,4,"c(""2"", ""2"", ""3"", ""3"", ""1"", ""2"", ""1"", ""3"", ""1"", ""4"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""3"", ""2"", ""2"", ""2"", ""2"")",2,2,3,3,1,2,1,3,1,4,1,1,4,1,1,1,3,2,2,2,2,"c(""4"", ""4"", ""1"", ""2"", ""1"", ""2"", ""2"", ""2"", ""1"", ""1"", ""5"", ""4"", ""1"", ""5"", ""1"", ""3"", ""3"", ""4"", ""1"", ""1"", ""1"")",4,4,1,2,1,2,2,2,1,1,5,4,1,5,1,3,3,4,1,1,1,"c(""2"", ""1"", ""1"", ""3"", ""1"", ""2"")",2,1,1,3,1,2,2,0,1,0,38,45,10,2.5,3.0,4.0,2.5,3.0,1,1,0,0
1659,55c601ed90728823c62d36ed4ef480cd,49,22,4,1,1,218,58,55,F,1994,N,4,34,4,H 25%,220,Metro,152.0,52.0,6.0,40.0,23.0,0.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3.0,4.0,1.0,2,1.0,,0.0,0.0,,0.0,,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,2,2,4.0,7,5,3,2,,"c(""4"", ""3"", ""2"")",1,2,3,"c(""4"", ""2"", ""2"", ""1"", ""2"", ""2"", ""3"", ""1"", ""4"", ""2"", ""2"")",1,3,3,4,3,3,2,4,1,3,3,"c(""4"", ""5"", ""4"", ""4"")",2,1,2,2,"c(""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""3"", ""1"", ""4"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""1"")",1,1,1,2,1,1,1,3,1,4,1,1,4,1,1,1,3,1,1,1,1,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""4"", ""1"", ""1"", ""1"")",3,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,4,1,1,1,"c(""2"", ""2"", ""1"", ""2"", ""1"", ""1"")",2,2,1,2,1,1,"c(""1"", ""2"")",1,1,0,28,27,9,2.5,3.5,3.0,2.0,2.0,1,1,0,0
323,ef105fd3b777a04dff55a3453c02cc5d,49,22,4,1,1,218,58,55,M,1994,N,4,34,4,50-75%,254,Metro,176.0,65.0,8.0,0.0,0.0,0.0,5.0,3.0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,3.0,5.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1,5.0,5,5,1,8,,"c(""3"", ""2"", ""2"")",2,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""2"", ""4"", ""2"", ""2"")",3,3,3,3,3,3,2,3,1,3,3,"c(""2"", ""3"", ""3"", ""3"")",4,3,3,3,"c(""1"", ""1"", ""1"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""1"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"")",1,1,1,2,2,2,2,2,2,4,1,1,2,2,2,2,2,2,2,2,2,"c(""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""4"", ""3"", ""3"", ""3"")",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"")",2,2,2,2,2,2,2,0,1,0,35,60,12,2.5,2.5,3.0,2.5,2.5,1,1,0,0
293,c4ca1fb458e64cd0cb28922d8e28f1a9,49,22,4,1,1,218,58,55,F,1994,Y,4,34,4,25-50%,254,Sub,160.0,60.0,8.0,0.0,3.0,0.0,7.0,7.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,3.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"", ""5"")",0.0,1.0,1.0,0.0,1.0,0.0,3,2,1,12.0,5,2,6,2,,"c(""4"", ""2"", ""3"")",1,3,2,"c(""2"", ""1"", ""3"", ""2"", ""3"", ""2"", ""3"", ""2"", ""4"", ""1"", ""4"")",3,4,2,3,2,3,2,3,1,4,1,"c(""5"", ""4"", ""1"", ""1"")",1,2,5,5,"c(""3"", ""1"", ""2"", ""4"", ""1"", ""1"", ""2"", ""4"", ""1"", ""4"", ""2"", ""2"", ""4"", ""3"", ""2"", ""4"", ""3"", ""3"", ""2"", ""3"", ""3"")",3,1,2,4,1,1,2,4,1,4,2,2,4,3,2,4,3,3,2,3,3,"c(""5"", ""2"", ""1"", ""2"", ""1"", ""1"", ""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""2"", ""1"", ""1"", ""3"", ""2"", ""4"", ""1"", ""2"", ""3"")",5,2,1,2,1,1,2,2,2,2,3,3,2,1,1,3,2,4,1,2,3,"c(""5"", ""4"", ""1"", ""5"", ""3"", ""2"")",5,4,1,5,3,2,"c(""1"", ""2"")",1,1,0,50,41,20,3.0,2.5,3.5,2.0,3.0,1,1,0,0
378,02f242ebca48785d01d88aca032fe976,49,22,4,1,1,218,58,55,F,1994,N,4,34,4,H 25%,254,Sub,162.0,67.0,8.0,30.0,0.0,0.0,2.0,5.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,2.0,5.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,3,2,1,2.0,5,3,3,2,,"c(""4"", ""3"", ""3"")",1,2,2,"c(""2"", ""1"", ""1"", ""2"", ""1"", ""3"", ""2"", ""3"", ""4"", ""2"", ""2"")",3,4,4,3,4,2,3,2,1,3,3,"c(""4"", ""4"", ""4"", ""2"")",2,2,2,4,"c(""2"", ""1"", ""2"", ""2"", ""2"", ""3"", ""2"", ""2"", ""1"", ""4"", ""2"", ""3"", ""3"", ""2"", ""2"", ""1"", ""3"", ""3"", ""2"", ""2"", ""1"")",2,1,2,2,2,3,2,2,1,4,2,3,3,2,2,1,3,3,2,2,1,"c(""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""2"", ""2"", ""2"", ""1"", ""2"", ""1"", ""2"", ""4"", ""1"", ""2"", ""1"")",2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,4,1,2,1,"c(""2"", ""1"", ""2"", ""2"", ""1"", ""1"")",2,1,2,2,1,1,"c(""1"", ""2"")",1,1,0,41,34,9,3.0,2.0,3.0,3.5,2.5,1,1,0,0
302,f499ff250c9853a7fb1e552262ca833b,49,22,4,1,1,218,58,55,M,1994,N,4,34,4,25-50%,251,Sub,171.0,55.0,10.0,0.0,2.0,0.0,6.0,5.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,2.0,4.0,1.0,2,1.0,,0.0,0.0,,0.0,,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"")",1.0,1.0,0.0,0.0,0.0,0.0,2,2,2,2.0,5,3,1,8,,"c(""3"", ""2"", ""3"")",2,3,2,"c(""2"", ""1"", ""1"", ""2"", ""1"", ""2"", ""2"", ""2"", ""4"", ""2"", ""2"")",3,4,4,3,4,3,3,3,1,3,3,"c(""4"", ""2"", ""1"", ""1"")",2,4,5,5,"c(""3"", ""2"", ""2"", ""3"", ""2"", ""3"", ""3"", ""2"", ""2"", ""4"", ""1"", ""2"", ""3"", ""1"", ""2"", ""3"", ""2"", ""1"", ""1"", ""1"", ""2"")",3,2,2,3,2,3,3,2,2,4,1,2,3,1,2,3,2,1,1,1,2,"c(""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""2"", ""1"", ""1"", ""3"", ""3"", ""2"", ""2"", ""2"", ""1"", ""4"", ""2"", ""2"", ""1"")",2,2,2,1,1,1,1,2,2,1,1,3,3,2,2,2,1,4,2,2,1,"c(""4"", ""2"", ""1"", ""2"", ""1"", ""1"")",4,2,1,2,1,1,"c(""2"", ""3"")",0,1,1,41,34,11,3.0,2.5,3.0,3.0,2.5,1,1,0,0
306,fb9c1365119021f7a4a329163c8034ef,49,22,4,1,1,218,58,55,F,1994,Y,4,34,4,25-50%,117,Metro,157.0,43.0,11.0,0.0,2.0,0.0,3.0,2.0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,2.0,5.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"")",0.0,1.0,1.0,0.0,0.0,0.0,3,2,1,6.0,6,4,2,2,,"c(""3"", ""3"", ""2"")",2,2,3,"c(""3"", ""2"", ""1"", ""2"", ""2"", ""1"", ""3"", ""2"", ""4"", ""2"", ""2"")",2,3,4,3,3,4,2,3,1,3,3,"c(""3"", ""3"", ""4"", ""2"")",3,3,2,4,"c(""1"", ""2"", ""1"", ""3"", ""2"", ""1"", ""2"", ""4"", ""1"", ""4"", ""1"", ""1"", ""4"", ""2"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""2"")",1,2,1,3,2,1,2,4,1,4,1,1,4,2,1,1,3,1,1,1,2,"c(""2"", ""2"", ""2"", ""2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""3"", ""2"", ""2"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""1"")",2,2,2,2,1,1,2,1,1,1,1,3,2,2,1,2,1,4,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,"c(""1"", ""2"")",1,1,0,35,30,6,2.5,3.5,3.0,3.0,2.5,1,1,0,0
297,b9dc0a4f2e8772d10c1abb2bb1425337,49,22,4,1,1,218,58,55,F,1993,N,4,34,4,25-50%,324,Sub,157.0,66.0,6.0,30.0,1.0,0.0,5.0,1.0,2,12,0,0,0,0,0,0,0,0,0,0,0,1,4.0,3.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"", ""4"", ""5"")",0.0,1.0,1.0,1.0,1.0,0.0,2,2,1,10.0,7,4,2,2,,"c(""3"", ""3"", ""3"")",2,2,2,"c(""2"", ""2"", ""2"", ""2"", ""3"", ""3"", ""3"", ""3"", ""4"", ""2"", ""3"")",3,3,3,3,2,2,2,2,1,3,2,"c(""3"", ""4"", ""2"", ""2"")",3,2,4,4,"c(""2"", ""1"", ""1"", ""2"", ""3"", ""2"", ""2"", ""2"", ""1"", ""4"", ""2"", ""2"", ""4"", ""1"", ""2"", ""2"", ""4"", ""1"", ""1"", ""3"", ""3"")",2,1,1,2,3,2,2,2,1,4,2,2,4,1,2,2,4,1,1,3,3,"c(""5"", ""3"", ""4"", ""2"", ""2"", ""1"", ""2"", ""2"", ""3"", ""2"", ""3"", ""4"", ""2"", ""4"", ""4"", ""5"", ""4"", ""4"", ""1"", ""4"", ""4"")",5,3,4,2,2,1,2,2,3,2,3,4,2,4,4,5,4,4,1,4,4,"c(""3"", ""3"", ""3"", ""4"", ""3"", ""1"")",3,3,3,4,3,1,"c(""1"", ""2"")",1,1,0,41,61,17,2.5,2.0,3.0,3.0,2.5,1,1,0,0
256,2ce5961b4cbc9aeab35a521a1a95e6be,49,22,4,1,1,218,58,55,F,1994,N,4,34,4,25-50%,220,Metro,155.0,55.0,9.0,0.0,1.0,0.0,3.0,3.0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,2.0,5.0,3.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"", ""5"")",0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,6.0,5,3,6,2,,"c(""3"", ""2"", ""2"")",2,3,3,"c(""3"", ""2"", ""2"", ""2"", ""3"", ""3"", ""4"", ""4"", ""4"", ""1"", ""2"")",2,3,3,3,2,2,1,1,1,4,3,"c(""4"", ""1"", ""3"", ""1"")",2,5,3,5,"c(""1"", ""1"", ""1"", ""2"", ""3"", ""2"", ""2"", ""2"", ""2"", ""4"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""3"", ""1"", ""1"", ""2"", ""2"")",1,1,1,2,3,2,2,2,2,4,1,1,4,1,1,1,3,1,1,2,2,"c(""3"", ""3"", ""2"", ""1"", ""2"", ""1"", ""2"", ""1"", ""2"", ""1"", ""3"", ""4"", ""1"", ""2"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",3,3,2,1,2,1,2,1,2,1,3,4,1,2,1,1,1,4,1,1,1,"c(""5"", ""2"", ""1"", ""1"", ""1"", ""1"")",5,2,1,1,1,1,"c(""1"", ""2"")",1,1,0,34,34,11,2.0,2.5,3.5,3.5,3.0,1,1,0,0
308,77898f45d4873c07ff95110c6073cf69,49,22,4,1,1,218,58,55,M,1994,N,4,34,4,25-50%,220,Metro,177.0,63.0,8.0,30.0,1.0,30.0,3.0,1.0,1,"c(""1"", ""4"")",1,0,0,1,0,0,0,0,0,0,0,0,3.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"")",0.0,1.0,1.0,0.0,0.0,0.0,3,2,1,3.0,3,2,6,2,,"c(""4"", ""3"", ""3"")",1,2,2,"c(""4"", ""1"", ""2"", ""2"", ""2"", ""1"", ""3"", ""2"", ""4"", ""2"", ""3"")",1,4,3,3,3,4,2,3,1,3,2,"c(""4"", ""4"", ""2"", ""2"")",2,2,4,4,"c(""2"", ""1"", ""1"", ""3"", ""2"", ""2"", ""1"", ""3"", ""1"", ""4"", ""2"", ""3"", ""1"", ""2"", ""1"", ""1"", ""3"", ""1"", ""1"", ""1"", ""2"")",2,1,1,3,2,2,1,3,1,4,2,3,1,2,1,1,3,1,1,1,2,"c(""2"", ""2"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""2"", ""1"", ""1"", ""1"", ""2"", ""2"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""1"")",2,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,4,1,1,1,"c(""3"", ""2"", ""1"", ""1"", ""1"", ""1"")",3,2,1,1,1,1,"c(""1"", ""2"")",1,1,0,34,28,9,3.0,4.0,3.5,2.5,2.5,1,1,0,0
281,83f1bd2a827d518e9ebcab4f5b9a4482,49,22,4,1,1,218,58,55,F,1994,N,4,34,4,H 25%,330,Metro,168.0,44.0,7.0,30.0,0.0,0.0,5.0,0.0,1,12,0,0,0,0,0,0,0,0,0,0,0,1,6.0,4.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""2"", ""3"", ""4"", ""5"")",0.0,1.0,1.0,1.0,1.0,0.0,2,2,1,10.0,5,2,6,4,,"c(""4"", ""4"", ""2"")",1,1,3,"c(""4"", ""1"", ""1"", ""2"", ""2"", ""2"", ""4"", ""3"", ""4"", ""1"", ""1"")",1,4,4,3,3,3,1,2,1,4,4,"c(""3"", ""3"", ""3"", ""2"")",3,3,3,4,"c(""2"", ""3"", ""3"", ""4"", ""3"", ""2"", ""2"", ""4"", ""1"", ""4"", ""1"", ""2"", ""4"", ""1"", ""1"", ""4"", ""4"", ""1"", ""1"", ""1"", ""1"")",2,3,3,4,3,2,2,4,1,4,1,2,4,1,1,4,4,1,1,1,1,"c(""2"", ""3"", ""2"", ""3"", ""2"", ""1"", ""1"", ""1"", ""2"", ""1"", ""3"", ""2"", ""2"", ""1"", ""2"", ""2"", ""2"", ""4"", ""5"", ""3"", ""3"")",2,3,2,3,2,1,1,1,2,1,3,2,2,1,2,2,2,4,5,3,3,"c(""3"", ""3"", ""2"", ""3"", ""3"", ""1"")",3,3,2,3,3,1,"c(""1"", ""2"")",1,1,0,45,43,15,2.0,3.5,4.0,3.5,3.0,1,1,0,0
282,37dd6b4da8a8b58d860b4e3820e24608,49,22,4,1,1,218,58,55,F,1993,Y,4,34,4,25-50%,117,Metro,158.0,58.0,9.0,30.0,0.0,0.0,5.0,0.0,1,"c(""1"", ""11"")",1,0,0,0,0,0,0,0,0,0,1,0,4.0,5.0,1.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"c(""1"", ""2"", ""4"", ""5"")",1.0,1.0,0.0,1.0,1.0,0.0,3,2,1,3.0,6,4,2,2,,"c(""3"", ""2"", ""2"")",2,3,3,"c(""4"", ""1"", ""2"", ""2"", ""1"", ""2"", ""4"", ""2"", ""4"", ""1"", ""2"")",1,4,3,3,4,3,1,3,1,4,3,"c(""5"", ""3"", ""2"", ""3"")",1,3,4,3,"c(""1"", ""1"", ""1"", ""3"", ""2"", ""1"", ""1"", ""3"", ""1"", ""4"", ""1"", ""1"", ""4"", ""2"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"")",1,1,1,3,2,1,1,3,1,4,1,1,4,2,1,1,4,1,1,1,1,"c(""2"", ""2"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""4"", ""1"", ""1"", ""1"")",2,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,4,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,"c(""2"", ""3"")",0,1,1,32,26,6,3.0,3.5,4.0,2.5,3.0,1,1,0,0
299,6841d30faf777b0354c3ae84b97640fe,49,22,4,1,1,218,58,55,F,1994,Y,4,34,4,25-50%,117,Metro,168.0,58.0,10.0,30.0,0.0,0.0,5.0,2.0,0,"c(""1"", ""2"")",1,1,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2.0,4,0.0,,0.0,0.0,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,1.0,1,2,1,3.0,5,3,6,2,,"c(""4"", ""3"", ""3"")",1,2,2,"c(""3"", ""2"", ""1"", ""2"", ""2"", ""2"", ""3"", ""3"", ""4"", ""3"", ""3"")",2,3,4,3,3,3,2,2,1,2,2,"c(""4"", ""4"", ""4"", ""3"")",2,2,2,3,"c(""1"", ""2"", ""2"", ""3"", ""1"", ""2"", ""1"", ""3"", ""1"", ""4"", ""1"", ""1"", ""2"", ""2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"")",1,2,2,3,1,2,1,3,1,4,1,1,2,2,1,1,2,1,1,1,1,"c(""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"", ""1"", ""4"", ""1"", ""1"", ""1"")",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,4,1,1,1,"c(""2"", ""1"", ""1"", ""1"", ""1"", ""1"")",2,1,1,1,1,1,2,0,1,0,30,22,7,3.0,3.0,3.0,3.5,2.0,1,1,0,0
