idego,idalter,actiondate,dailycontactcount
126,444,2014-Apr-25,1
64,57,2011-May-20,1
1011,1006,2012-Oct-24,4
642,1560,2012-Oct-26,1
533,421,2012-Dec-22,5
87,108,2014-Aug-26,1
685,423,2013-Dec-29,1
1022,1103,2013-Mar-21,1
927,613,2013-Jul-10,2
330,1456,2015-Mar-03,1
788,869,2013-Oct-25,3
91,97,2014-Oct-27,1
342,335,2013-Dec-13,1
613,620,2015-Apr-24,1
884,875,2013-Jul-28,2
412,423,2013-Oct-02,3
158,203,2014-Jul-17,1
702,759,2013-Apr-12,1
1729,1183,2012-Sep-16,3
845,774,2012-Dec-13,2
790,869,2013-Dec-17,3
709,945,2015-Feb-15,1
64,57,2013-May-31,1
204,205,2015-Apr-13,1
258,203,2015-Jan-27,2
750,564,2014-Apr-04,1
749,751,2013-Jan-14,1
713,741,2013-Jan-10,10
859,593,2013-Apr-30,1
57,71,2011-Jan-15,2
684,664,2012-Oct-31,3
1046,158,2015-Oct-30,1
592,1376,2012-Oct-11,2
1239,1410,2013-Oct-04,4
702,740,2013-Apr-23,1
555,665,2012-Sep-24,5
416,431,2014-Jul-01,1
1037,583,2012-Dec-02,6
1600,709,2013-Mar-24,1
177,169,2013-Oct-03,1
1311,1379,2012-Nov-13,1
1379,1413,2013-Apr-02,1
161,1332,2012-Oct-30,1
1213,1170,2012-Sep-27,1
421,665,2013-Dec-14,3
689,759,2012-Nov-15,1
306,282,2011-Oct-15,5
180,189,2012-Dec-20,2
916,693,2014-Mar-29,1
1112,1001,2012-Dec-21,1
949,814,2013-Sep-06,1
758,875,2013-Aug-26,3
896,949,2013-Jan-05,1
820,563,2012-Nov-08,1
716,693,2013-Jun-06,1
1158,1023,2016-Jan-03,1
161,258,2012-Sep-26,1
1006,1112,2012-Dec-10,1
581,606,2014-Sep-02,3
205,203,2014-Mar-06,2
808,788,2013-Jun-03,1
1561,1239,2012-Dec-06,4
445,410,2012-Aug-08,3
876,916,2013-May-03,2
423,684,2014-Apr-07,1
663,423,2013-May-14,1
1170,1570,2013-Apr-10,1
1239,1379,2013-Oct-27,2
1170,1573,2014-Jan-21,1
771,757,2013-Mar-04,1
1561,1239,2015-Aug-20,1
1135,208,2013-May-26,1
421,665,2013-Dec-24,3
110,93,2013-May-27,5
169,170,2013-Sep-21,1
331,399,2014-Jan-21,2
750,881,2015-Jan-24,1
321,316,2015-Jan-12,2
259,676,2014-Jan-27,1
1398,1397,2013-Jan-10,1
790,836,2013-Oct-22,1
699,538,2013-Jun-25,1
1239,1710,2014-Jul-04,1
400,638,2014-Jun-02,1
1064,1080,2013-Jul-08,1
258,161,2013-May-07,1
1331,205,2014-Jun-11,1
877,882,2013-Mar-25,1
606,572,2013-Jan-17,1
690,469,2013-Dec-29,2
231,234,2015-Apr-30,4
1120,1115,2015-May-28,1
1334,1328,2013-Dec-18,1
1118,849,2012-Nov-06,2
418,259,2015-Jul-08,1
1006,1098,2014-Nov-08,1
874,741,2013-May-13,2
230,229,2015-Nov-13,1
1226,981,2015-Jan-11,3
579,578,2013-Jul-13,2
740,709,2014-Apr-22,1
1467,638,2013-Jan-11,1
1397,41,2013-Jul-22,1
958,849,2013-Sep-04,1
684,659,2013-Dec-24,2
393,638,2013-Jan-24,2
817,827,2012-Oct-21,6
635,578,2013-Jan-08,1
815,790,2013-May-27,1
976,686,2014-Dec-24,1
827,817,2013-Nov-04,1
1527,1650,2012-Sep-27,4
616,879,2015-Aug-28,1
593,586,2013-Dec-03,1
558,524,2014-Apr-07,1
731,1600,2012-Sep-28,1
82,110,2015-Dec-03,1
1020,1011,2013-Jun-04,1
605,572,2015-Nov-28,1
1600,703,2013-Nov-04,4
944,951,2012-Nov-12,3
737,724,2011-Nov-27,1
374,375,2015-Jan-01,6
790,1312,2012-Dec-02,1
869,788,2013-Dec-29,1
1015,1011,2015-Apr-29,1
798,1097,2014-Feb-28,1
1570,1180,2013-May-05,1
1154,205,2013-Feb-15,1
693,687,2015-May-25,1
563,879,2013-Apr-18,7
689,713,2014-May-05,1
867,811,2014-Oct-15,1
403,351,2013-Jul-16,1
704,806,2014-Feb-19,1
626,1574,2015-Sep-17,1
1473,537,2013-Apr-24,1
757,727,2013-Sep-14,1
1311,1315,2012-Apr-05,2
241,170,2013-Aug-13,1
627,1055,2013-Sep-05,1
82,1337,2014-Jan-08,2
1410,1236,2013-Jun-20,1
874,701,2012-Dec-17,1
233,213,2012-Oct-14,3
689,876,2013-May-23,1
827,859,2012-Oct-23,3
1570,1170,2013-Feb-10,1
1300,1064,2012-Oct-16,1
587,946,2013-Apr-11,2
1103,1006,2015-Jan-04,1
702,721,2015-Nov-14,1
342,638,2014-Jun-08,1
158,159,2013-Jan-13,1
1011,1020,2013-Feb-02,1
257,203,2012-Nov-05,1
450,439,2012-Nov-19,1
193,187,2014-Aug-11,3
1135,259,2015-Apr-25,2
444,450,2013-Jun-29,1
344,335,2015-Feb-09,1
158,203,2015-May-28,1
1543,1539,2014-Sep-22,1
703,876,2015-Mar-07,1
731,874,2013-Jun-26,5
1710,1243,2013-Oct-16,2
588,612,2012-Oct-30,1
410,445,2011-Nov-26,3
558,524,2012-Dec-25,2
334,393,2013-Jun-20,4
1059,1094,2012-Nov-11,4
1328,1332,2012-Oct-02,3
593,564,2015-Jun-22,1
1600,743,2014-Oct-06,1
771,876,2015-Jun-19,1
862,536,2012-Dec-22,5
1312,790,2014-Oct-22,1
807,714,2013-Aug-29,1
693,875,2012-Nov-01,3
330,340,2015-Dec-13,1
108,81,2015-Nov-09,1
1290,1109,2014-Jul-27,1
203,205,2014-Jun-04,1
499,811,2013-Aug-02,1
296,396,2015-Mar-19,1
80,92,2014-Jun-26,2
790,836,2012-Oct-14,4
701,709,2012-Nov-24,1
1729,1572,2013-Feb-11,1
1366,1332,2013-Nov-23,1
1349,1377,2014-May-15,1
1154,161,2015-May-03,1
790,808,2015-Oct-05,1
679,1490,2012-Sep-28,1
1009,1103,2013-Mar-08,1
1332,1088,2013-Jul-07,3
790,845,2013-Apr-22,2
734,916,2012-Dec-17,1
361,308,2014-Nov-17,1
740,916,2014-Jan-01,1
407,679,2013-Jul-25,1
117,89,2015-Nov-27,1
418,259,2015-Mar-16,1
619,589,2014-Mar-29,1
158,203,2014-Jun-24,1
357,335,2014-Mar-17,2
759,693,2015-Apr-09,1
640,580,2013-Apr-29,2
335,393,2012-Dec-06,1
869,774,2013-Mar-24,1
696,689,2012-Dec-16,1
587,480,2013-May-01,1
203,1366,2014-Feb-01,1
624,601,2012-Aug-30,2
440,979,2012-Oct-26,2
71,57,2011-Sep-17,3
337,356,2013-Oct-13,3
709,1149,2013-May-03,1
997,1036,2012-Nov-29,1
750,616,2013-May-12,1
393,400,2014-Apr-19,1
712,736,2014-Sep-20,1
944,961,2015-Dec-22,2
1632,287,2015-Nov-10,1
241,231,2015-Mar-27,1
564,920,2014-Jan-17,1
1270,1314,2014-Oct-24,1
1326,160,2013-Jun-22,1
393,340,2013-Jul-29,7
638,403,2012-Dec-20,1
1349,1382,2015-Apr-04,2
207,1458,2013-Feb-22,1
1125,1022,2012-Nov-17,1
480,469,2012-Oct-25,1
627,605,2015-Dec-21,1
642,706,2013-Sep-07,1
1064,1068,2013-Aug-11,1
1736,1549,2013-Mar-10,1
565,618,2015-Jul-20,2
592,827,2012-Nov-10,2
706,469,2012-Oct-11,3
1135,205,2013-May-03,1
863,1005,2013-Apr-09,1
212,1678,2014-Sep-30,1
1600,709,2012-Sep-29,1
1154,161,2013-Apr-15,1
533,664,2013-Mar-18,5
207,160,2015-Mar-19,1
946,578,2013-Jun-06,2
1311,1379,2012-Oct-26,5
635,480,2015-May-31,1
693,689,2013-May-03,1
875,713,2012-Dec-16,3
1453,564,2013-Aug-10,1
1539,1736,2012-Oct-05,1
709,736,2014-Aug-30,1
696,704,2013-Oct-30,2
743,702,2012-Dec-20,1
1103,1083,2015-Mar-22,1
758,771,2013-Jul-25,1
207,161,2013-Jan-10,1
604,600,2012-Jul-16,1
1320,161,2015-Dec-20,1
638,340,2013-Aug-02,1
399,403,2014-Jun-02,6
229,222,2013-Oct-27,1
431,468,2015-Apr-08,1
1233,499,2014-Oct-07,1
1600,771,2014-May-03,1
655,1275,2013-Jan-24,3
751,749,2013-Nov-18,1
204,1326,2013-Jul-21,1
775,709,2013-Feb-10,1
764,788,2013-Apr-20,3
394,960,2014-Jan-22,3
1037,750,2015-Dec-18,1
838,857,2013-Jun-05,3
827,589,2015-Sep-20,1
226,233,2012-Oct-22,1
702,741,2014-Jun-04,1
702,876,2013-Aug-27,4
1332,161,2014-Mar-10,1
578,469,2013-Jul-03,11
1118,1116,2012-Nov-07,11
751,773,2013-Mar-16,1
782,815,2012-Nov-08,2
1379,1345,2014-Jan-25,1
1326,160,2013-Oct-12,1
1053,204,2012-Oct-25,1
625,679,2013-Nov-06,1
1306,648,2015-Aug-20,1
701,876,2015-Nov-09,1
174,169,2012-Oct-22,4
613,612,2014-Oct-20,1
740,726,2013-Feb-28,2
702,758,2012-Nov-25,1
421,548,2013-Jul-01,1
819,570,2014-Jun-05,1
1411,1413,2014-Oct-27,1
1083,1103,2013-Feb-03,1
635,538,2013-Jan-07,2
632,772,2012-Nov-09,2
458,449,2012-Nov-06,1
1115,1112,2013-May-04,1
884,741,2013-Jun-25,1
580,563,2014-Nov-04,4
1623,296,2015-Dec-22,1
721,746,2015-Jan-17,1
357,437,2014-Jul-17,1
638,393,2013-Oct-18,4
179,186,2013-Feb-22,1
578,579,2013-Nov-05,1
912,632,2015-Jan-15,1
1305,1710,2013-Apr-14,1
1109,1020,2012-Dec-10,1
441,523,2013-Feb-22,1
619,1453,2012-Nov-20,3
771,1149,2012-Nov-16,1
84,93,2013-Dec-26,2
1285,958,2012-Oct-24,2
1223,1098,2012-Oct-05,1
815,749,2013-Jun-20,1
1170,1573,2015-Mar-21,1
171,169,2012-Oct-23,1
564,827,2014-Nov-23,3
333,339,2012-Nov-12,11
790,845,2012-Oct-02,1
635,632,2013-Jul-21,2
625,656,2015-Feb-06,1
1352,1382,2015-Dec-30,1
1239,1248,2013-Dec-29,2
393,344,2014-Feb-25,1
676,1053,2014-Feb-23,1
1097,798,2013-Oct-26,2
758,737,2014-May-09,2
862,1473,2012-Dec-18,1
1036,444,2015-Oct-28,1
704,876,2015-Oct-05,1
869,1312,2012-Nov-01,1
1339,1247,2014-May-18,2
1650,1738,2012-Oct-29,1
1266,1240,2013-Jun-12,2
790,1312,2013-May-07,2
721,916,2014-Oct-22,1
591,606,2014-Jan-11,3
740,720,2014-Oct-29,1
349,278,2014-Oct-08,2
71,57,2011-Apr-27,1
884,875,2013-Mar-06,1
703,740,2014-Oct-31,1
1248,1345,2014-Dec-20,1
575,607,2014-Mar-24,2
233,215,2015-Jul-01,1
726,740,2013-Jun-19,3
411,1622,2011-Jun-21,1
795,1398,2013-Apr-07,4
1001,1022,2013-Jul-31,2
161,207,2013-Jan-22,2
960,394,2013-Apr-18,1
1473,862,2013-May-18,3
721,694,2012-Dec-28,1
1135,257,2014-Jun-21,1
741,1149,2012-Dec-11,3
783,749,2012-Dec-20,1
845,1312,2012-Nov-05,1
759,740,2014-Jun-11,1
205,1053,2013-Jan-18,2
663,533,2013-Sep-07,4
587,480,2013-Mar-17,1
226,240,2015-Mar-21,1
572,605,2015-Jun-14,3
435,670,2012-Jun-07,1
226,219,2012-Nov-26,1
790,751,2013-Oct-22,1
712,709,2013-Mar-25,2
724,759,2015-May-01,1
701,743,2013-Oct-31,1
945,916,2014-Oct-25,1
687,876,2013-Aug-19,1
772,1043,2012-Oct-09,1
1397,1396,2014-Apr-14,1
1600,709,2013-Feb-06,1
721,709,2013-Jan-04,2
1001,1103,2013-Jun-12,2
207,160,2014-Jun-17,1
1634,831,2014-Sep-11,1
207,1053,2012-Oct-22,2
1312,790,2012-Dec-30,2
1084,1326,2014-May-18,4
1020,1006,2013-Jun-10,15
726,759,2013-Jan-22,1
219,234,2012-Nov-23,1
1239,1240,2013-Dec-31,1
788,815,2012-Dec-30,3
599,1453,2014-Apr-30,1
418,1084,2013-Apr-12,1
187,241,2014-Mar-10,1
176,177,2015-Sep-18,1
806,693,2015-Oct-24,1
187,181,2013-Sep-23,1
638,437,2014-Mar-28,1
1556,1186,2014-Nov-01,2
584,1017,2015-Aug-22,8
1050,300,2015-Aug-16,2
609,750,2015-Jun-23,1
771,701,2014-Jan-19,5
258,1458,2014-Nov-22,1
81,108,2013-Oct-17,1
431,533,2013-Jul-12,1
1023,607,2013-Oct-01,3
642,690,2013-Nov-26,1
259,1154,2015-Jan-04,1
790,815,2015-Mar-02,1
625,679,2012-Nov-27,1
687,702,2013-Oct-31,1
1397,41,2013-Jan-08,2
333,1457,2014-Jul-18,1
71,57,2011-Nov-18,3
704,693,2013-Oct-18,1
782,1312,2013-Feb-09,2
593,640,2015-Dec-16,2
949,942,2013-Mar-27,2
1453,619,2014-Feb-06,1
1015,1006,2014-Aug-15,2
619,564,2014-Jun-07,1
1006,1015,2012-Dec-13,1
758,740,2013-Oct-07,3
533,663,2013-May-22,4
1656,1658,2013-Jul-04,1
763,746,2013-Feb-27,3
780,713,2013-Jan-11,2
1009,1097,2013-Apr-30,3
343,399,2015-Nov-20,2
762,696,2015-Jul-02,1
690,642,2012-Sep-21,6
258,1458,2014-Nov-16,1
203,1053,2013-Oct-30,1
874,694,2013-Nov-03,2
806,757,2013-Dec-04,1
807,632,2012-Nov-20,19
344,342,2013-Oct-24,1
808,790,2013-Mar-10,3
1039,1055,2015-Jun-17,1
176,171,2015-Sep-10,1
862,835,2012-Dec-15,1
1068,1272,2013-Aug-12,1
896,863,2013-Apr-19,1
838,857,2013-Jan-04,6
206,1375,2013-Oct-01,5
177,175,2013-Oct-09,1
1239,1577,2013-Dec-31,2
709,713,2015-Jan-03,2
1529,1738,2014-Jan-07,1
774,1312,2013-Jan-11,12
790,821,2014-Jul-09,1
340,638,2013-Mar-26,3
583,750,2014-Apr-11,1
960,395,2013-Nov-27,1
1317,1458,2015-May-11,1
1561,1240,2014-Mar-16,6
583,596,2013-Sep-24,1
257,1326,2013-Dec-13,2
693,740,2013-Sep-19,1
771,687,2015-May-25,1
693,875,2015-Sep-30,1
258,1458,2014-Apr-06,1
205,263,2013-Jan-18,2
1239,1248,2013-Mar-22,1
612,584,2015-Jul-08,1
941,1068,2012-Sep-16,2
1311,1248,2013-Dec-01,1
588,1055,2012-Oct-05,1
875,709,2013-Dec-01,1
1311,1315,2012-Nov-19,1
807,538,2013-Jan-30,1
340,638,2013-Sep-16,3
593,640,2014-Jan-08,2
393,403,2012-Nov-01,1
334,344,2013-Mar-14,1
684,679,2012-Sep-17,7
548,421,2013-Feb-23,1
344,345,2015-May-28,1
721,709,2012-Nov-20,3
170,184,2013-May-09,1
1543,1539,2014-Jun-19,2
689,1149,2014-Jun-30,1
1115,1103,2012-Oct-10,1
740,771,2015-Aug-18,1
884,875,2013-Jun-12,5
827,750,2012-Oct-21,5
71,67,2010-Oct-23,2
517,979,2012-Nov-11,1
808,1312,2013-Jul-02,1
660,679,2012-Nov-11,18
1676,200,2012-Dec-04,1
374,1659,2014-Jan-20,1
876,759,2011-Oct-17,2
808,815,2013-Dec-29,1
616,1061,2012-Nov-02,3
1335,153,2015-Aug-20,1
393,350,2013-Jun-03,1
1317,203,2015-Apr-21,1
1600,757,2013-Nov-27,4
1659,375,2012-Mar-30,1
827,599,2013-Nov-19,10
233,185,2012-Oct-23,1
158,418,2014-Jan-30,3
1053,418,2014-Nov-06,1
1467,393,2014-Mar-26,1
1083,1117,2013-Jul-31,1
737,709,2015-Feb-22,1
916,740,2015-May-31,1
1549,1651,2012-Nov-17,2
884,875,2012-Dec-16,5
211,220,2014-Dec-07,1
616,1453,2012-Nov-05,1
1065,589,2014-Mar-30,1
583,881,2013-Sep-20,1
694,709,2012-Oct-22,3
423,420,2015-May-14,2
1366,205,2015-Nov-29,1
202,169,2012-Aug-30,10
1468,399,2015-Nov-16,1
689,696,2015-Jul-01,1
817,1453,2014-Jan-12,4
684,659,2013-Oct-12,17
190,231,2013-Jul-17,1
788,815,2013-Feb-09,3
175,169,2013-Nov-03,1
927,581,2014-Feb-05,1
408,639,2014-Jul-21,1
258,161,2012-Dec-19,1
47,963,2013-Mar-31,1
205,204,2014-Jan-15,1
632,807,2012-Nov-06,2
170,177,2013-Dec-13,3
689,693,2015-Aug-17,1
330,1468,2015-Jun-20,1
30,826,2013-Oct-14,1
1061,817,2012-Dec-30,1
1101,1109,2013-Aug-22,1
1457,638,2013-Jun-30,1
1022,1020,2013-Feb-18,1
821,1316,2012-Oct-20,2
879,619,2013-Oct-18,1
632,807,2012-Nov-28,6
916,689,2013-Feb-08,1
664,533,2012-Aug-31,4
1011,1006,2014-Nov-23,2
220,1678,2013-Aug-21,1
758,693,2012-Sep-17,18
1198,1177,2014-Jun-06,1
342,334,2013-Jun-11,3
1397,1398,2012-Nov-20,3
790,1312,2015-May-29,1
1109,1101,2013-Sep-10,1
713,689,2013-Jun-24,2
959,406,2015-Apr-15,3
564,827,2013-Apr-27,1
393,344,2013-Feb-03,2
807,478,2013-Jun-11,2
783,836,2012-Nov-07,1
771,757,2013-Aug-04,1
727,713,2015-Jun-17,1
651,655,2014-Mar-17,3
1239,1379,2013-Sep-20,2
734,693,2014-Oct-22,1
916,775,2013-Nov-01,3
57,64,2011-Feb-20,4
1458,259,2014-Apr-18,2
1413,1345,2012-Oct-10,1
746,743,2012-Nov-08,1
231,199,2015-May-24,1
1334,208,2013-Mar-29,6
1266,1311,2013-Oct-17,1
204,203,2012-Oct-30,1
583,859,2012-Sep-17,2
1312,793,2012-Sep-20,1
951,1283,2014-Oct-08,1
1334,161,2015-Oct-12,1
578,976,2015-Jul-08,1
1547,1737,2013-Jan-01,1
158,203,2013-Jun-25,1
161,203,2014-Jul-01,2
741,1149,2014-Mar-31,1
876,916,2013-May-14,1
946,909,2013-Jan-10,1
687,746,2014-Jun-21,2
612,613,2014-Aug-30,1
713,758,2013-Feb-07,1
431,1490,2012-Oct-24,2
572,606,2013-May-10,7
403,333,2013-Dec-22,1
161,1332,2014-Jul-19,1
783,836,2013-Nov-18,1
709,1452,2014-May-20,1
334,399,2013-Oct-13,1
635,578,2014-Nov-19,1
945,693,2015-May-03,1
831,838,2015-May-06,1
426,46,2014-Apr-01,1
1315,1379,2012-Oct-09,1
773,751,2014-Jun-16,1
820,563,2014-Aug-05,2
523,444,2013-Dec-06,1
690,807,2012-Sep-14,12
824,920,2012-Oct-20,2
1710,1240,2013-Oct-16,1
1006,995,2013-Jun-04,1
235,231,2014-Sep-24,1
1678,230,2013-Dec-17,1
175,193,2012-Dec-12,3
721,740,2014-Apr-16,1
941,1285,2012-Dec-15,1
1561,1251,2012-Oct-07,1
587,686,2013-Apr-01,1
1270,1236,2013-Aug-11,2
556,499,2012-Nov-17,2
1300,1080,2012-Sep-20,1
758,703,2014-Dec-09,1
225,185,2012-Oct-10,1
693,741,2012-Nov-26,1
1006,798,2013-Aug-18,1
689,701,2013-Feb-20,1
664,421,2012-Oct-29,3
1312,790,2013-Oct-22,3
1186,1172,2012-Nov-12,1
331,357,2015-Jan-10,1
1458,418,2012-Nov-25,1
592,589,2012-Sep-16,1
712,731,2013-Oct-31,1
737,704,2014-Mar-24,1
750,593,2013-Nov-07,2
693,806,2014-May-29,27
333,403,2013-Apr-26,2
605,1023,2014-Dec-30,1
478,686,2013-Mar-15,1
1112,798,2013-Apr-22,2
97,117,2015-Oct-12,2
1312,774,2012-Sep-19,1
1332,1331,2013-Feb-28,1
207,418,2013-Dec-26,1
881,619,2015-Dec-31,1
689,731,2013-Jun-07,1
185,175,2013-Jul-04,1
333,331,2013-Feb-06,4
788,808,2014-Apr-10,1
808,788,2013-Jun-15,1
950,948,2013-Oct-12,2
829,859,2015-Dec-23,1
819,852,2013-Mar-24,1
337,356,2013-Jun-22,1
737,724,2011-Nov-13,2
393,329,2013-May-15,1
827,859,2012-Dec-20,5
758,884,2014-Mar-18,1
607,584,2015-May-17,3
632,728,2014-Jan-27,1
783,774,2012-Dec-25,1
635,636,2012-Dec-28,1
82,97,2014-Oct-17,3
189,179,2013-Jan-27,5
579,976,2015-Jan-16,1
884,780,2013-Jan-05,1
204,259,2013-Jun-15,1
1311,1248,2013-May-07,1
693,875,2015-Jun-05,2
703,876,2014-May-29,5
395,48,2013-Dec-10,1
665,421,2012-Dec-22,1
421,665,2015-Feb-22,6
751,774,2013-May-06,1
393,638,2013-Mar-13,5
548,421,2015-Aug-14,1
875,743,2014-Mar-22,1
879,563,2013-Jun-27,1
207,1326,2014-Nov-12,1
1239,1248,2013-Sep-07,1
702,694,2015-Jan-18,1
596,750,2013-Jun-26,1
714,578,2013-Sep-07,2
437,339,2015-May-05,1
876,1600,2013-Oct-04,2
1334,1326,2014-Jun-23,1
333,331,2012-Nov-17,5
1151,1111,2012-Oct-27,1
1467,331,2015-May-19,2
849,958,2014-May-25,1
862,865,2012-Nov-27,3
798,1001,2014-Jan-09,2
757,759,2012-Oct-13,20
528,521,2013-Mar-02,1
1397,417,2013-Sep-24,1
108,120,2013-Feb-18,2
808,790,2014-Apr-29,1
170,169,2013-Feb-28,3
687,759,2014-Jun-21,2
177,175,2014-Mar-31,1
693,720,2015-Apr-15,7
876,693,2014-Oct-21,1
864,1044,2013-Jun-10,1
817,750,2015-Sep-13,1
205,209,2013-May-13,1
235,241,2015-Mar-29,2
734,716,2014-Oct-28,2
740,726,2014-Apr-20,1
659,682,2014-May-18,1
241,226,2013-Oct-08,1
734,743,2012-Nov-26,1
750,881,2014-Sep-13,2
203,1053,2014-Mar-06,2
203,158,2014-Jul-06,1
357,639,2014-Apr-01,1
171,177,2013-Sep-17,1
203,1317,2014-Sep-19,1
399,357,2012-Sep-30,1
161,1053,2013-Mar-17,2
740,806,2014-Nov-13,3
533,664,2013-Feb-22,1
263,161,2013-Oct-05,2
120,108,2012-Jul-19,1
345,330,2015-Dec-10,1
676,1047,2013-Mar-17,1
393,335,2013-Feb-18,1
233,226,2013-Feb-06,1
601,612,2014-Mar-14,4
106,84,2013-Nov-01,2
158,263,2013-Jul-01,1
395,48,2013-Aug-07,1
721,1149,2014-Oct-22,1
523,440,2012-Nov-15,6
1600,771,2013-Mar-22,2
548,421,2013-Dec-07,1
1467,335,2014-Jul-16,2
1312,869,2012-Nov-09,2
1456,357,2012-Nov-14,1
91,80,2013-Oct-22,1
1037,1061,2012-Dec-30,1
619,1453,2012-Oct-10,7
1026,1055,2013-Jun-28,2
231,215,2015-Jan-21,1
1345,1413,2013-Aug-31,4
406,963,2014-Jul-22,3
806,689,2013-Mar-15,1
683,1490,2013-Mar-28,3
883,866,2012-Oct-04,2
689,1600,2013-Aug-17,1
826,778,2014-Oct-04,1
1044,1686,2013-Oct-18,1
1112,1011,2014-Nov-29,1
731,771,2013-May-18,1
578,1560,2013-Apr-29,2
1115,1112,2013-Jan-22,1
716,741,2013-Oct-17,1
618,592,2014-Jun-19,1
558,524,2012-Dec-07,1
1061,564,2015-Jun-17,1
682,659,2013-Jul-28,1
693,758,2012-Nov-07,3
418,203,2013-Feb-17,1
983,951,2013-Jul-01,1
259,1458,2013-Oct-24,1
572,605,2015-Jul-09,2
234,220,2013-May-20,2
185,193,2014-May-18,1
212,234,2012-Nov-20,1
820,563,2012-Oct-23,3
620,1059,2015-Aug-27,1
775,709,2013-Oct-28,3
876,757,2013-Mar-16,2
1083,1117,2013-Feb-10,2
1069,1272,2012-Oct-03,1
1037,1061,2013-Sep-21,2
1600,743,2014-Jul-16,1
857,949,2013-Mar-25,1
418,158,2014-May-17,2
1577,1239,2013-Dec-04,2
1044,896,2014-Jan-24,1
1649,1529,2015-Mar-23,1
1154,259,2015-Apr-08,1
758,701,2013-Jun-03,1
807,538,2012-Nov-01,16
1561,1410,2012-Oct-09,8
879,563,2013-Sep-27,3
282,306,2012-Dec-05,2
1053,1328,2013-Apr-21,1
1549,1534,2014-Sep-11,1
208,1328,2013-Oct-07,1
634,538,2013-Mar-22,1
693,697,2012-Sep-19,1
869,764,2014-Oct-06,1
597,817,2013-Nov-01,1
817,827,2013-Jun-18,1
737,702,2014-Apr-07,2
1037,576,2015-Nov-09,1
857,805,2012-Oct-15,1
1331,418,2013-Aug-14,3
555,423,2013-May-07,1
994,970,2013-Mar-07,1
1053,159,2012-Sep-23,1
216,226,2013-Jun-16,1
693,697,2014-Jun-11,1
431,663,2014-May-04,1
737,704,2014-Jun-17,1
790,808,2012-Dec-11,1
393,337,2012-Nov-11,4
759,1600,2015-Jul-11,1
721,731,2011-Dec-24,1
878,877,2013-Jan-08,1
702,759,2012-Dec-09,10
608,613,2014-Mar-20,2
207,1366,2015-Dec-16,1
1312,774,2012-Oct-27,6
278,293,2015-Apr-01,4
342,399,2013-Oct-31,3
1191,1170,2015-Mar-25,1
1573,1170,2014-May-13,1
689,916,2013-Jan-07,1
716,740,2015-Jan-15,1
782,774,2013-May-01,1
71,57,2010-Dec-21,2
825,862,2013-Nov-28,2
226,170,2013-Aug-16,3
827,881,2015-Jan-02,1
1080,1300,2012-Dec-29,4
642,1560,2013-Sep-11,1
1332,1328,2014-Aug-26,1
709,741,2013-Sep-09,1
927,591,2012-Oct-16,6
1084,1053,2013-Oct-30,1
896,1005,2015-Feb-09,1
207,1135,2015-Jun-24,1
845,808,2014-Nov-17,1
418,1332,2013-Oct-21,1
356,1467,2014-Sep-03,1
857,949,2013-Mar-27,1
790,788,2013-Feb-03,4
344,1457,2012-Oct-25,1
1600,696,2014-Apr-22,1
958,1068,2013-Mar-15,2
1139,1290,2014-Jul-28,1
533,665,2012-Dec-17,1
1072,1226,2014-Jun-24,1
709,1149,2014-Jul-21,3
220,225,2014-Mar-08,1
592,750,2013-Apr-11,3
1547,1652,2013-May-26,1
1239,1311,2014-Mar-26,1
398,656,2014-Feb-17,2
638,400,2013-Mar-02,1
344,345,2014-Nov-20,1
798,1223,2014-Apr-02,1
64,57,2011-Jan-05,1
663,533,2015-Sep-08,2
213,185,2012-Oct-17,1
736,689,2013-Nov-28,1
706,912,2013-Nov-12,2
587,480,2013-Jan-03,2
335,330,2014-Jun-22,3
701,884,2013-Dec-05,1
827,817,2012-Dec-24,1
600,613,2014-Jul-13,1
726,746,2015-Feb-14,1
1006,1011,2012-Dec-05,3
1180,1213,2013-Feb-15,1
817,827,2012-Nov-25,2
613,572,2012-Nov-23,1
701,1600,2013-Feb-27,1
703,740,2014-Apr-19,2
204,259,2015-Apr-11,1
709,702,2013-Mar-24,1
1151,1111,2015-Jan-16,2
845,751,2012-Oct-17,1
959,509,2014-Oct-19,1
679,684,2012-Nov-17,3
1572,1213,2013-Dec-19,1
579,635,2015-May-07,1
205,161,2015-May-06,1
860,814,2014-Jan-07,1
1236,1561,2012-Dec-28,1
1239,1261,2014-Jun-25,1
337,356,2013-May-03,2
259,263,2013-Jun-10,7
82,84,2013-Jan-16,1
1527,1738,2012-Dec-05,1
191,185,2012-Nov-05,1
1239,1248,2014-Aug-05,3
690,642,2013-Aug-11,1
685,423,2012-Oct-12,1
806,704,2015-Mar-03,1
219,225,2012-Oct-24,2
790,1312,2012-Sep-29,1
1312,783,2013-Jul-22,3
1543,1539,2014-Feb-07,1
226,170,2014-Aug-19,1
1560,706,2012-Sep-29,3
185,177,2012-Nov-27,3
1312,869,2012-Dec-17,1
976,946,2014-Jul-15,2
1657,860,2015-Nov-01,1
1154,1073,2015-Mar-14,1
588,1026,2013-Jul-20,3
1171,1213,2014-Feb-01,1
836,788,2013-Nov-09,1
734,693,2015-Mar-15,2
564,827,2013-May-04,1
989,998,2013-Apr-25,3
589,592,2014-Jan-01,7
233,226,2012-Dec-30,6
581,1039,2015-Jun-10,1
