idego,idalter,actiondate,dailycontactcount
297,300,2012-Oct-08,1
407,683,2012-Dec-14,1
876,702,2013-Oct-30,5
1103,1105,2015-Mar-22,1
869,783,2012-Dec-19,8
713,741,2013-Feb-18,2
1571,1177,2013-Jan-15,1
750,616,2014-Mar-17,6
1326,203,2014-Feb-03,2
259,161,2012-Nov-18,1
263,259,2015-Jun-02,1
1376,618,2015-Dec-08,1
1223,1115,2013-May-13,1
1650,1738,2013-Jan-16,3
619,824,2015-Jan-19,1
1177,1171,2013-Apr-21,1
413,344,2014-May-12,1
1027,601,2015-Mar-17,1
205,259,2015-Jul-01,1
84,92,2015-Nov-04,1
1037,596,2014-Sep-30,2
1072,1080,2013-Oct-26,2
817,1037,2014-Oct-16,2
689,701,2012-Nov-14,1
423,682,2013-Oct-11,1
1686,1044,2013-Apr-13,3
1332,161,2014-May-03,2
344,1467,2014-Jun-21,3
344,639,2013-Jun-02,1
410,445,2012-Sep-04,3
1600,762,2014-Jul-16,1
1332,1328,2014-Jan-07,2
1017,607,2013-Jan-27,1
46,406,2013-Apr-25,1
1331,418,2013-Apr-18,1
344,1467,2014-Jun-30,2
548,421,2014-Oct-26,1
1395,1398,2013-May-25,1
219,234,2015-Aug-13,1
703,876,2013-Oct-01,1
640,596,2012-Dec-21,1
418,205,2013-Mar-03,1
230,211,2012-Nov-21,5
1328,1332,2012-Oct-11,3
1006,1020,2013-Jan-02,1
869,790,2014-Aug-23,1
1312,783,2013-Oct-06,1
788,869,2013-May-24,3
758,689,2014-Mar-27,1
758,771,2013-Jul-26,1
721,771,2015-Jan-17,1
642,587,2014-Apr-15,9
703,771,2013-Mar-15,6
888,804,2014-Jul-20,1
758,916,2014-May-18,4
807,690,2012-Oct-10,1
860,823,2014-Feb-16,1
818,564,2014-Jun-05,1
335,345,2012-Sep-15,2
1332,207,2014-Jan-08,2
206,161,2013-Jun-10,2
694,759,2015-Jan-20,1
693,689,2013-Jul-09,1
636,807,2013-Dec-02,1
1453,563,2012-Dec-08,1
952,632,2013-Dec-25,1
480,587,2013-Sep-16,1
203,418,2013-Jan-20,1
1657,992,2013-Sep-10,2
1337,106,2013-Oct-18,5
259,161,2014-Nov-18,1
613,1059,2015-Apr-06,1
1154,1053,2014-Nov-05,1
437,1468,2015-Dec-03,1
71,57,2010-Nov-13,14
592,563,2013-Jun-12,1
1410,1577,2013-Dec-14,2
909,691,2015-Sep-26,1
399,403,2014-Feb-20,1
1112,1001,2013-May-27,5
656,398,2013-Apr-28,1
684,412,2013-Mar-27,11
1546,1648,2012-Oct-23,1
330,1468,2016-Jan-10,1
64,57,2011-Mar-04,1
604,601,2015-Jan-03,1
207,161,2012-Oct-22,1
1111,1283,2012-Nov-25,1
775,1600,2012-Sep-13,1
758,713,2013-Dec-29,2
709,736,2012-Dec-03,1
693,771,2015-Jul-10,1
443,440,2012-Oct-19,1
958,944,2013-Jan-08,1
788,845,2013-Feb-20,2
297,300,2011-Nov-14,1
1573,1170,2015-Nov-20,1
606,613,2012-Mar-10,1
807,1560,2014-Jun-22,1
1737,1658,2015-Jun-23,1
240,233,2015-Oct-31,1
743,709,2013-Mar-07,2
1332,1326,2014-Mar-28,3
694,876,2016-Jan-29,1
689,759,2012-Dec-27,1
875,806,2013-Jan-14,1
640,589,2014-May-28,1
751,836,2012-Oct-10,2
1001,1011,2013-May-15,1
632,728,2014-Oct-19,1
1088,1458,2013-Jun-25,1
689,741,2012-Oct-07,7
206,1332,2012-Dec-09,1
204,205,2012-Oct-28,1
1457,337,2013-Jun-16,1
724,736,2014-Mar-15,1
565,1065,2014-Dec-23,2
1032,1071,2012-Jun-16,1
339,646,2014-Jun-02,1
859,1037,2013-Sep-27,1
564,827,2012-Nov-11,3
845,808,2012-Sep-22,1
1006,1103,2013-May-29,3
48,509,2015-Dec-15,1
704,771,2012-Nov-21,4
881,879,2015-Jun-01,1
203,1073,2013-Mar-23,1
740,806,2012-Nov-01,1
605,613,2012-Dec-26,1
587,579,2013-Nov-13,1
1729,1573,2014-Jun-02,2
751,790,2013-Oct-19,3
701,1600,2015-Feb-04,1
806,758,2012-Oct-29,3
1103,1009,2014-Mar-19,1
790,773,2013-Oct-03,1
884,757,2012-Dec-04,3
790,808,2013-Feb-14,2
709,741,2013-Mar-21,1
203,1458,2013-Apr-05,4
231,215,2015-Jun-06,1
696,806,2013-Jan-18,3
207,1366,2015-Oct-13,1
736,746,2013-Oct-30,2
583,1376,2015-Jun-23,1
1104,1592,2012-Oct-30,2
1731,587,2014-Sep-11,2
697,693,2014-Mar-27,2
1729,1209,2014-Jul-21,1
771,697,2014-Jul-15,1
827,1061,2013-Dec-26,1
693,1452,2015-Jan-21,1
334,335,2015-Jul-03,1
158,203,2014-Jul-06,2
233,220,2013-Aug-12,3
704,763,2013-Mar-02,1
257,1332,2014-May-19,1
1061,879,2012-Dec-23,1
759,806,2015-Nov-30,1
740,916,2014-Nov-16,1
619,563,2012-Nov-03,1
1331,1332,2013-Mar-07,1
1315,1379,2012-Nov-30,2
190,1673,2013-Sep-19,2
811,499,2013-Apr-01,3
1467,350,2014-Jun-27,1
64,71,2013-Oct-24,1
342,638,2012-Dec-19,1
706,933,2013-Oct-16,1
241,220,2013-Oct-08,1
1731,632,2015-Jun-27,2
1069,1111,2013-May-04,1
1366,204,2013-Dec-10,1
807,538,2013-Aug-12,5
1560,469,2013-Feb-16,1
596,593,2012-Sep-03,2
219,1678,2013-Sep-16,1
806,696,2012-Dec-13,2
1053,205,2014-Nov-25,1
691,976,2013-Feb-25,5
257,418,2013-Nov-04,1
701,806,2015-Aug-08,1
773,815,2015-Apr-02,3
775,746,2013-Oct-07,1
740,689,2013-Jan-18,1
558,449,2013-May-28,1
1275,769,2012-Nov-03,2
642,690,2012-Sep-29,1
1036,631,2012-Sep-24,1
1560,642,2012-Nov-17,1
790,815,2015-May-18,1
330,1468,2015-Apr-26,1
639,1467,2013-May-01,2
632,1731,2013-Oct-03,3
702,696,2012-Oct-26,1
1539,1538,2013-Feb-27,1
1109,1009,2012-Oct-25,1
601,1026,2013-Feb-10,1
1266,1314,2012-Oct-21,1
1347,1282,2012-Dec-01,9
159,1053,2012-Sep-22,2
1328,203,2013-Mar-16,1
750,619,2013-May-01,1
592,563,2012-Oct-23,1
806,696,2012-Nov-20,5
215,170,2014-Aug-31,1
958,849,2014-Jun-04,3
1061,980,2013-Mar-24,2
1053,1458,2012-Oct-16,1
1366,257,2012-Nov-05,1
418,259,2015-Nov-29,1
184,179,2013-Oct-12,1
726,806,2012-Oct-22,4
607,584,2015-Jun-13,3
536,835,2012-Jun-09,2
82,84,2013-Sep-30,2
693,704,2015-Jul-03,2
344,333,2012-Nov-22,1
174,170,2013-Dec-13,1
806,689,2014-Nov-01,1
104,662,2012-Nov-14,1
375,1659,2015-Mar-21,1
780,709,2013-Nov-02,5
1154,258,2015-Feb-04,1
823,1044,2014-Aug-05,1
817,879,2012-Oct-17,1
909,976,2012-Nov-18,2
1634,970,2013-Mar-25,3
859,818,2012-Oct-22,1
233,226,2013-Mar-24,1
807,578,2012-Nov-26,5
875,701,2013-May-23,1
694,741,2013-Aug-23,2
1317,1154,2015-Sep-25,1
1379,1577,2013-Nov-10,1
703,704,2013-Sep-24,1
556,811,2013-Jul-12,1
790,869,2013-Apr-07,3
712,709,2013-Feb-21,1
216,202,2013-May-10,1
806,758,2015-Feb-17,1
282,306,2011-Mar-30,3
587,578,2012-Dec-11,1
1335,394,2012-Oct-23,1
593,820,2013-Jun-21,1
1061,616,2013-Aug-13,3
400,356,2012-Aug-08,1
335,639,2013-Dec-26,4
344,331,2012-Sep-11,1
605,1055,2015-Aug-19,3
605,572,2015-Dec-19,3
598,613,2015-Jan-01,1
330,334,2014-Sep-17,1
564,980,2014-Jan-28,2
1246,1142,2012-Oct-11,3
1453,592,2014-Apr-08,1
694,771,2013-Oct-30,2
587,699,2013-May-28,1
693,876,2013-Apr-19,1
721,689,2014-Oct-22,1
828,1005,2013-Aug-25,1
207,1317,2014-Nov-01,2
1240,1239,2016-Jan-08,1
1732,1549,2015-Sep-09,1
223,229,2013-Mar-11,1
1676,179,2012-Sep-21,4
721,876,2014-Oct-09,3
876,689,2013-Mar-01,1
1177,1171,2013-Jan-13,2
1088,257,2013-Jan-26,1
1458,1331,2013-Nov-14,1
632,634,2013-Jan-25,2
1177,1603,2013-Jan-23,2
605,1026,2015-Oct-16,2
393,403,2012-Oct-06,2
1047,1458,2014-May-19,1
1272,1064,2015-Mar-13,1
1452,693,2015-Sep-10,1
1065,1061,2015-Jun-25,1
601,927,2012-Oct-16,1
469,772,2013-Oct-28,2
215,241,2015-Dec-20,1
807,579,2014-Nov-12,1
976,909,2013-Jun-27,1
713,689,2013-Feb-03,1
869,845,2013-Jul-02,1
578,579,2013-Jan-12,6
158,203,2013-Apr-20,3
761,821,2015-Nov-05,1
1015,1006,2013-Sep-20,1
1006,1112,2014-Aug-07,1
736,740,2016-Jan-28,1
157,263,2014-Dec-28,1
746,771,2015-Mar-17,1
407,625,2015-Oct-04,1
205,1053,2012-Nov-04,3
1656,1648,2015-Jun-08,1
702,689,2014-Apr-23,1
689,874,2013-Apr-29,2
1233,499,2014-Dec-19,1
751,749,2013-Mar-02,2
399,357,2014-Jul-07,1
1547,1737,2013-May-18,4
1009,1020,2014-Mar-19,1
1020,1006,2013-Jun-23,5
413,400,2013-Jul-04,1
705,806,2012-Dec-12,2
703,737,2014-Oct-29,3
790,869,2012-Sep-27,1
916,775,2013-Mar-12,4
1047,1366,2014-Mar-18,1
706,579,2013-May-14,1
176,213,2013-Sep-16,1
741,713,2013-Sep-09,2
1314,1260,2012-Nov-10,1
619,589,2013-May-31,17
1115,1097,2015-Apr-25,1
758,875,2012-Sep-13,1
229,223,2012-Oct-14,2
593,859,2014-Nov-28,1
773,815,2012-Sep-14,1
349,287,2014-Dec-13,2
683,679,2013-Nov-04,1
588,1026,2013-Jul-05,1
693,737,2014-Jun-01,1
758,712,2015-Dec-21,1
257,418,2013-Sep-25,1
1331,161,2013-Sep-25,1
613,572,2014-Dec-16,1
447,449,2014-Feb-16,2
257,672,2015-Jan-01,1
1328,418,2012-Oct-11,3
1037,859,2014-Nov-28,1
563,580,2013-Mar-30,2
656,421,2015-Jan-07,1
226,230,2014-Jun-03,2
454,527,2013-Apr-11,1
693,806,2015-Oct-02,1
758,806,2015-Jun-16,2
761,751,2014-May-15,1
1001,1112,2013-Aug-07,6
564,817,2013-Apr-17,7
721,704,2016-Apr-24,1
1560,690,2012-Oct-24,2
1452,884,2013-Feb-23,1
665,421,2014-Feb-27,1
1312,790,2013-Mar-14,2
207,1317,2014-Oct-18,1
827,750,2014-Apr-29,1
709,737,2014-Nov-08,1
702,734,2012-Nov-02,1
1525,1652,2014-May-05,3
875,743,2015-Apr-10,3
608,1055,2014-Mar-17,1
721,741,2014-Mar-27,1
67,69,2012-Feb-15,1
619,589,2012-Oct-10,2
177,169,2014-Oct-09,2
1213,1193,2013-Dec-26,1
1112,1097,2013-May-07,3
1117,1011,2013-Feb-28,2
57,64,2011-Oct-25,5
1065,592,2015-Nov-29,1
775,709,2013-Mar-25,1
702,1600,2012-Oct-04,1
1120,1112,2012-Dec-10,1
57,64,2014-Oct-20,1
909,578,2013-Dec-26,1
1135,1366,2015-Jun-24,1
703,771,2013-Mar-24,1
857,994,2015-Jan-17,1
857,814,2012-Oct-23,2
806,689,2014-Oct-14,1
1006,1125,2012-Oct-14,1
1312,774,2013-May-05,1
564,583,2015-Apr-02,1
47,406,2012-Oct-12,2
751,793,2014-Jun-20,2
611,1032,2012-Dec-07,2
572,604,2015-Dec-02,1
1037,1061,2013-Mar-27,1
795,1398,2015-Mar-10,1
1006,1223,2013-May-09,2
406,48,2013-Jul-07,1
431,533,2014-Jan-01,1
1467,400,2012-Oct-31,1
335,342,2012-Dec-05,1
859,750,2012-Nov-03,2
177,175,2015-Jan-29,2
734,916,2014-May-20,1
740,703,2013-Sep-16,1
762,743,2014-Mar-15,1
721,696,2014-Aug-05,1
233,226,2013-Oct-13,1
705,726,2013-Dec-01,2
693,704,2014-Jul-11,1
1577,1247,2014-Mar-20,1
1467,333,2014-Apr-24,1
1020,1097,2013-Jul-12,7
736,916,2013-Apr-01,1
958,1272,2013-Dec-27,5
418,1326,2014-Aug-17,1
1101,1117,2015-Oct-06,1
702,720,2014-Oct-31,1
689,884,2013-May-07,1
157,161,2015-Nov-11,1
1306,648,2013-Dec-28,2
593,818,2014-Feb-09,1
199,219,2012-Sep-24,1
815,783,2014-Jun-18,2
945,724,2013-Sep-18,1
259,204,2013-Oct-12,1
1109,1022,2014-Feb-08,1
225,234,2013-Apr-05,3
1397,41,2015-May-20,2
207,263,2013-Jan-13,1
894,865,2013-Apr-28,2
818,583,2012-Oct-25,3
57,64,2011-Mar-20,2
876,696,2015-Feb-19,1
684,431,2014-Nov-05,2
91,80,2013-Jul-11,1
601,1026,2015-Dec-12,1
1032,624,2014-Dec-16,1
1006,1011,2015-Mar-06,1
170,169,2012-Oct-10,1
783,1312,2013-Jul-19,7
679,684,2014-Feb-10,1
230,190,2013-Dec-06,1
702,712,2013-Mar-29,1
808,790,2014-Jan-19,1
1213,1205,2014-Dec-27,1
34,769,2015-Dec-22,1
1600,757,2012-Oct-07,1
578,807,2012-Nov-03,10
1213,1729,2013-Nov-29,1
204,203,2013-Jan-14,1
1061,619,2014-Jun-07,1
694,916,2012-Nov-30,1
576,564,2013-Apr-13,1
815,790,2015-Jan-04,1
169,227,2014-Apr-28,1
608,613,2015-Feb-08,1
605,601,2014-Dec-23,1
689,876,2013-Aug-13,1
225,233,2015-Jun-28,1
1546,1523,2012-Sep-17,1
656,398,2014-Feb-17,3
278,293,2015-May-11,2
1539,1538,2012-Jun-29,1
790,869,2014-Oct-12,1
1154,257,2012-Dec-04,1
1015,1009,2013-Jun-03,1
287,278,2015-Jun-15,1
1549,1735,2012-Oct-29,1
257,161,2013-Feb-04,1
321,375,2015-Sep-09,1
578,714,2013-Dec-02,1
393,351,2013-Jan-10,1
393,638,2013-Jan-27,14
1600,741,2013-Dec-02,2
1656,1648,2015-Sep-08,1
1015,1006,2014-Aug-09,1
849,981,2015-Mar-30,1
263,1073,2015-Jun-30,1
206,676,2012-Oct-01,3
41,1395,2012-Dec-12,1
584,607,2015-Sep-11,2
349,287,2014-Nov-18,1
1561,1236,2012-Oct-25,2
1223,1115,2014-May-05,1
579,807,2013-Nov-13,1
790,773,2014-Sep-15,1
207,418,2013-Apr-03,1
418,161,2012-Dec-28,3
743,701,2014-Jan-08,1
1468,345,2013-Apr-28,1
693,720,2015-Dec-03,1
1312,815,2013-Apr-17,1
1600,875,2015-Oct-13,1
1345,1253,2015-Jan-04,1
593,576,2014-Jun-04,1
215,212,2012-Nov-11,1
591,572,2015-May-17,2
1573,1570,2013-Jan-13,1
806,744,2013-Apr-15,1
465,642,2012-Sep-11,7
1552,1170,2015-Jun-30,1
47,963,2014-May-20,2
406,959,2013-Feb-16,1
1331,1328,2015-Aug-21,1
431,416,2013-Dec-02,3
1236,1561,2013-Mar-31,1
82,97,2013-Nov-10,3
616,881,2013-Apr-07,1
1072,1064,2014-Sep-18,1
333,344,2013-Jul-20,2
648,649,2013-Apr-10,4
909,912,2014-Feb-16,1
808,790,2012-Dec-10,7
538,807,2014-Oct-30,2
824,589,2014-Jan-19,1
655,654,2013-Feb-16,1
750,824,2013-Sep-27,1
1317,263,2014-May-27,4
533,431,2012-Nov-23,1
1332,206,2013-Apr-17,1
46,406,2014-May-02,1
1658,1653,2014-Mar-14,2
344,351,2013-Aug-23,1
668,685,2015-Apr-12,1
601,613,2015-Jun-03,1
1294,1022,2014-May-01,1
317,289,2011-Dec-20,1
758,874,2012-Dec-20,1
184,193,2015-Oct-08,1
1398,1395,2012-Dec-20,1
1236,1270,2012-Sep-17,1
207,418,2014-Jan-30,1
1125,1112,2013-May-10,1
300,281,2011-Jun-30,1
609,586,2015-Oct-05,1
234,212,2013-Mar-12,1
1455,817,2013-Apr-10,1
207,157,2014-Oct-21,1
235,220,2014-Nov-21,3
431,533,2014-Mar-15,1
226,181,2012-Oct-24,1
751,790,2014-May-25,1
790,845,2014-Sep-12,1
216,190,2012-Sep-06,6
82,84,2015-Dec-01,1
417,1335,2013-Jan-12,1
743,1600,2014-Apr-10,2
1184,1172,2015-Nov-29,1
689,740,2012-Oct-27,7
823,888,2013-Dec-22,1
703,694,2014-May-08,1
297,300,2013-Sep-13,3
1561,1710,2013-Mar-31,1
689,806,2012-Nov-11,10
818,564,2015-Sep-11,1
759,687,2015-Jan-20,1
945,875,2012-Dec-25,7
806,916,2014-May-26,1
687,771,2014-Jun-21,2
333,639,2013-Apr-14,6
333,399,2013-Jun-12,1
213,185,2012-Dec-28,1
713,704,2014-May-03,1
1068,1072,2012-Sep-12,3
1239,1345,2014-Jun-15,3
440,443,2012-Nov-16,2
736,876,2014-Apr-12,1
587,480,2013-Mar-20,1
158,1326,2015-Nov-21,2
731,702,2014-Aug-20,3
202,231,2012-Sep-09,1
421,533,2012-Sep-30,1
562,820,2012-Nov-21,1
896,864,2014-Jan-21,1
158,1326,2014-Jan-13,1
176,171,2014-Jun-19,2
1600,709,2013-May-27,1
263,1332,2013-Jun-28,3
225,229,2013-May-07,2
1337,84,2014-Dec-26,1
920,640,2014-Sep-17,1
1151,1064,2015-Jun-29,1
1457,1467,2012-Oct-16,2
775,875,2013-Jan-01,1
773,749,2012-Dec-18,1
687,702,2015-Dec-10,1
593,563,2015-Jan-19,1
293,287,2014-Oct-29,2
469,807,2013-Sep-25,1
536,835,2012-Sep-18,5
1097,1115,2013-May-30,1
945,693,2015-Jan-15,2
743,694,2012-Oct-02,3
572,608,2013-Jul-11,1
1081,1668,2013-Nov-07,7
619,592,2014-Jan-01,5
751,749,2013-Jan-30,1
690,469,2013-Oct-03,2
632,578,2015-Mar-28,1
207,1326,2014-May-23,1
208,259,2015-Aug-16,2
578,807,2013-Oct-15,11
227,225,2014-Jan-01,1
1366,161,2015-Dec-29,1
713,884,2013-Jun-20,12
976,946,2012-Nov-27,1
758,806,2012-Oct-18,3
709,741,2013-Oct-04,1
1272,1072,2014-Mar-12,2
499,862,2012-Nov-13,1
478,1575,2013-Sep-07,2
1068,1272,2013-Sep-30,1
1036,998,2015-Jan-23,4
175,199,2015-Jun-24,1
258,1328,2014-Jun-11,1
1001,1112,2014-Jun-27,1
759,758,2013-Apr-24,1
226,1678,2013-Jun-20,1
1170,1729,2013-Dec-17,2
356,400,2012-Nov-18,1
393,344,2012-Dec-08,1
817,818,2012-Oct-13,1
775,702,2015-Jan-08,1
944,983,2014-Jul-06,3
499,867,2012-Dec-25,4
444,887,2013-Sep-13,1
1053,203,2013-Mar-31,1
1349,1380,2013-Sep-07,3
702,876,2012-Dec-26,1
734,746,2015-Jan-05,1
65,54,2015-Jun-14,1
648,33,2013-Apr-11,2
334,342,2013-Feb-08,3
220,177,2013-Sep-23,2
589,592,2013-May-29,1
578,587,2013-Nov-13,3
859,592,2012-Sep-12,2
587,728,2013-Oct-03,7
1290,995,2012-Nov-04,1
227,170,2013-Sep-30,2
190,1673,2014-May-03,3
356,337,2013-Aug-04,2
741,709,2013-Jan-27,1
758,916,2014-May-13,2
1053,1088,2014-Mar-12,1
703,945,2013-Jan-19,1
1006,1112,2013-Jan-24,3
241,220,2013-May-22,1
1094,591,2014-Jun-22,1
693,945,2012-Oct-21,1
1366,203,2014-Mar-30,1
345,335,2014-Jul-24,2
827,817,2012-Oct-15,2
186,179,2014-Oct-16,1
1117,1125,2015-May-28,1
158,205,2013-Jan-20,1
440,441,2013-Oct-14,1
219,213,2014-Mar-29,1
357,400,2015-Dec-25,2
373,1337,2012-Dec-31,2
701,693,2014-May-14,2
1448,37,2015-Sep-14,1
212,231,2013-Apr-30,1
1053,203,2015-Dec-04,1
595,593,2014-Jun-09,1
401,679,2012-Nov-01,1
578,807,2013-Jan-24,6
799,1044,2013-Dec-17,1
694,806,2014-Apr-13,1
1011,1006,2013-Aug-29,1
185,212,2012-Oct-23,1
655,769,2012-Nov-03,1
205,158,2014-Dec-25,1
983,951,2012-Oct-31,1
912,478,2013-Oct-18,6
1315,1345,2014-Jan-06,7
598,1055,2013-Oct-15,1
548,663,2014-Jul-11,1
1001,1006,2013-Jun-27,2
709,689,2012-Oct-04,1
357,330,2014-Oct-23,1
1027,591,2014-Aug-04,2
869,774,2013-Mar-27,3
219,233,2012-Oct-23,2
393,345,2015-Jan-19,1
701,875,2013-Sep-29,4
205,159,2013-Jan-25,2
1054,658,2013-Jul-19,1
1380,1349,2013-Nov-22,1
1560,690,2012-Nov-10,3
1600,743,2015-Mar-19,1
1061,597,2013-Mar-09,1
881,583,2013-Oct-15,1
1311,1268,2013-Jan-04,2
420,679,2012-Dec-21,1
881,879,2012-Nov-11,1
1320,158,2015-May-08,2
263,158,2013-Jun-27,1
331,403,2013-Oct-14,1
1104,1000,2013-Nov-20,1
701,771,2012-Dec-22,1
1676,189,2012-Dec-20,1
981,1226,2015-Mar-08,2
537,847,2013-Apr-29,1
48,395,2012-Nov-05,1
308,323,2014-Oct-03,1
499,1229,2012-Oct-26,1
875,743,2013-Nov-26,4
869,1085,2012-Nov-22,1
691,946,2013-Feb-25,5
1240,1239,2015-Jul-03,1
773,1312,2014-Jun-13,1
205,1331,2013-Jan-21,1
1490,660,2012-Oct-04,2
693,780,2015-Jan-08,1
806,726,2013-Dec-01,1
780,713,2013-Nov-21,3
709,712,2014-Nov-02,1
726,704,2013-Mar-07,2
1135,1458,2012-Oct-23,1
1001,1022,2013-Jan-01,7
693,945,2013-Jan-08,2
736,709,2012-Oct-06,5
685,423,2012-Nov-10,2
613,572,2015-Aug-11,1
44,959,2013-Apr-21,1
226,233,2013-Mar-31,1
1103,1020,2013-Mar-20,2
790,815,2012-Aug-26,3
523,441,2012-Dec-25,1
215,220,2012-Oct-29,1
613,584,2014-Sep-19,1
1366,1135,2013-Mar-01,1
1314,1266,2013-Jul-05,1
689,771,2015-Nov-30,1
564,640,2014-Jan-25,1
1187,1170,2013-Jan-25,1
775,731,2011-Jan-08,1
212,225,2013-Sep-26,1
342,331,2013-Nov-05,1
684,423,2014-Mar-22,2
751,773,2014-Sep-29,1
108,87,2013-Jul-12,3
584,607,2014-Oct-16,3
687,806,2015-Oct-02,1
694,702,2013-Jun-11,4
330,335,2015-Apr-22,1
761,1316,2013-Apr-14,1
344,638,2013-Jun-04,1
879,750,2012-Dec-25,1
703,701,2014-Apr-23,2
499,556,2013-Aug-20,5
584,607,2013-Nov-03,1
780,725,2013-Oct-15,4
179,185,2013-Dec-22,1
656,625,2014-Apr-24,1
1270,1240,2013-Jun-23,1
737,724,2012-Aug-13,1
884,703,2014-Aug-14,3
1027,606,2012-Nov-28,4
258,203,2012-Dec-11,1
875,806,2015-Jul-29,1
158,159,2014-Jan-29,1
206,208,2013-Dec-29,2
1312,869,2012-Oct-20,1
790,782,2015-Apr-04,1
161,1332,2013-May-24,3
1084,259,2012-Oct-13,1
1027,572,2013-Apr-30,1
613,624,2012-Aug-30,1
1213,1170,2014-Mar-12,1
339,333,2013-Feb-21,1
399,638,2014-Jun-02,2
1311,1315,2015-Sep-14,1
583,879,2014-Apr-11,1
1147,689,2015-Jul-29,1
215,235,2014-Jul-21,2
701,743,2013-Sep-09,3
613,591,2015-Apr-06,1
64,67,2014-Aug-07,2
605,613,2015-Mar-12,1
1053,209,2013-Sep-18,1
1065,1376,2012-Nov-02,1
696,743,2012-Sep-24,2
1170,1198,2014-Dec-24,2
613,605,2015-Apr-27,1
40,1346,2013-Jan-11,1
578,807,2014-Jun-24,2
703,1452,2015-Jan-05,1
1465,357,2016-Jan-08,1
1154,1375,2013-Oct-01,5
642,807,2012-Nov-22,19
597,583,2013-Aug-23,1
351,356,2013-Aug-11,1
744,726,2013-Oct-28,1
750,618,2015-Jan-19,1
1457,399,2014-Jun-16,4
941,1069,2013-Jan-03,1
583,818,2013-Sep-13,1
564,818,2015-Oct-02,1
702,689,2013-Sep-02,7
798,1020,2012-Nov-30,1
741,1149,2012-Dec-17,1
693,701,2015-Oct-24,1
203,259,2014-Sep-23,1
712,740,2013-Feb-28,1
774,1312,2012-Oct-18,6
696,703,2012-Oct-01,3
548,416,2013-May-12,6
806,759,2012-Jun-10,3
184,169,2013-Nov-28,3
706,777,2014-Dec-25,1
704,737,2014-Jun-27,1
976,912,2013-Mar-18,1
287,293,2015-Apr-12,2
579,807,2013-Nov-28,4
597,583,2013-Feb-03,1
693,741,2015-Jan-01,1
1103,1115,2013-May-30,1
533,663,2014-Oct-27,2
959,44,2012-Nov-13,1
259,418,2013-Dec-29,3
806,876,2013-Dec-06,3
827,619,2013-Sep-28,1
619,820,2012-Nov-30,1
1088,208,2013-Nov-03,3
654,769,2014-Apr-03,1
740,884,2013-Oct-18,2
565,820,2014-Nov-23,1
579,807,2013-Mar-27,1
648,1306,2013-Oct-05,1
263,208,2013-Sep-17,1
257,1053,2015-Mar-12,1
226,234,2013-Jun-10,4
595,1453,2015-May-03,1
806,693,2014-Apr-29,1
258,1088,2013-Jun-15,1
533,664,2012-Aug-31,4
69,67,2011-May-06,2
1171,1213,2014-Feb-06,2
695,701,2014-Dec-27,1
895,654,2012-Nov-09,2
578,728,2015-Mar-28,2
1453,602,2012-Oct-12,2
704,709,2013-Dec-01,2
598,927,2013-Mar-24,1
478,699,2014-Oct-18,1
1118,955,2014-Jan-09,3
757,740,2012-Oct-21,4
378,377,2011-May-05,1
1251,1247,2013-Sep-30,1
775,744,2014-Jan-09,1
662,895,2013-Apr-04,6
1736,1523,2014-Jun-16,1
702,744,2013-Sep-27,1
593,580,2015-May-14,1
1332,1317,2013-Dec-01,1
1326,1458,2013-Sep-04,1
1570,1172,2015-Nov-14,1
827,824,2013-Nov-19,10
90,41,2013-Jul-28,1
185,170,2012-Dec-09,2
185,169,2015-May-02,1
779,1085,2014-Dec-31,1
627,1038,2015-Jul-01,1
619,859,2014-Dec-09,1
807,578,2013-Sep-28,1
586,569,2014-Jun-01,1
558,450,2013-Apr-11,1
845,773,2012-Sep-25,3
207,1373,2013-Aug-24,1
564,576,2015-Sep-22,1
1270,1561,2012-Dec-25,1
790,1316,2013-Nov-07,6
1676,187,2013-Aug-07,1
758,720,2014-Mar-27,1
161,1332,2014-Jul-25,2
423,471,2013-Oct-11,1
737,693,2014-Sep-21,1
1024,1029,2013-Sep-24,6
662,1275,2013-Feb-23,2
533,431,2013-Feb-21,1
1213,1198,2013-Jun-13,1
876,757,2013-Sep-29,1
876,702,2013-Feb-21,2
406,1396,2013-Dec-29,1
595,827,2012-Nov-17,2
1678,225,2013-Jan-03,2
533,663,2013-Dec-31,3
1017,1023,2013-Feb-08,1
161,205,2013-Mar-25,1
820,609,2014-Oct-17,1
1285,1080,2015-Sep-25,1
344,437,2015-Nov-13,1
321,1659,2015-Jun-08,1
345,1456,2015-Jan-11,1
478,912,2012-Nov-18,1
203,158,2015-Jan-03,2
620,608,2012-Oct-17,1
1072,1068,2012-Oct-12,1
762,709,2013-Apr-04,1
806,916,2014-May-07,2
827,817,2012-Nov-04,2
1006,1001,2013-Jun-27,2
1600,771,2012-Dec-19,1
418,1326,2014-Jun-25,1
1453,602,2013-Apr-17,1
656,679,2014-Jun-07,1
690,642,2012-Oct-30,2
790,869,2012-Nov-29,1
788,1312,2012-Nov-11,1
296,1623,2015-Feb-11,1
340,357,2014-Oct-19,1
694,876,2013-Nov-02,1
817,750,2012-Nov-04,5
790,788,2014-Jan-21,8
721,775,2012-Nov-19,1
578,469,2013-Nov-13,3
945,746,2013-Oct-30,8
1337,84,2014-Jan-03,2
418,206,2013-Apr-18,2
606,591,2014-Jun-22,4
